date,holiday,weekday,weekend
20121029,0,1,0
20121030,0,2,0
20121031,0,3,0
20121101,0,4,0
20121102,0,5,0
20121103,0,6,1
20121104,0,7,1
20121105,0,1,0
20121106,0,2,0
20121107,0,3,0
20121108,0,4,0
20121109,0,5,0
20121110,0,6,1
20121111,0,7,1
20121112,0,1,0
20121113,0,2,0
20121114,0,3,0
20121115,0,4,0
20121116,0,5,0
20121117,0,6,1
20121118,0,7,1
20121119,0,1,0
20121120,0,2,0
20121121,0,3,0
20121122,0,4,0
20121123,0,5,0
20121124,0,6,1
20121125,0,7,1
20121126,0,1,0
20121127,0,2,0
20121128,0,3,0
20121129,0,4,0
20121130,0,5,0
20121201,0,6,1
20121202,0,7,1
20121203,0,1,0
20121204,0,2,0
20121205,0,3,0
20121206,0,4,0
20121207,0,5,0
20121208,0,6,1
20121209,0,7,1
20121210,0,1,0
20121211,0,2,0
20121212,0,3,0
20121213,0,4,0
20121214,0,5,0
20121215,0,6,1
20121216,0,7,1
20121217,0,1,0
20121218,0,2,0
20121219,0,3,0
20121220,0,4,0
20121221,0,5,0
20121222,0,6,1
20121223,0,7,1
20121224,0,1,0
20121225,0,2,0
20121226,0,3,0
20121227,0,4,0
20121228,0,5,0
20121229,0,6,1
20121230,0,7,1
20121231,0,1,0
20130101,1,2,0
20130102,1,3,0
20130103,1,4,0
20130104,0,5,0
20130105,0,6,0
20130106,0,7,0
20130107,0,1,0
20130108,0,2,0
20130109,0,3,0
20130110,0,4,0
20130111,0,5,0
20130112,0,6,1
20130113,0,7,1
20130114,0,1,0
20130115,0,2,0
20130116,0,3,0
20130117,0,4,0
20130118,0,5,0
20130119,0,6,1
20130120,0,7,1
20130121,0,1,0
20130122,0,2,0
20130123,0,3,0
20130124,0,4,0
20130125,0,5,0
20130126,0,6,1
20130127,0,7,1
20130128,0,1,0
20130129,0,2,0
20130130,0,3,0
20130131,0,4,0
20130201,0,5,0
20130202,0,6,1
20130203,0,7,1
20130204,0,1,0
20130205,0,2,0
20130206,0,3,0
20130207,0,4,0
20130208,0,5,0
20130209,1,6,1
20130210,1,7,1
20130211,1,1,0
20130212,1,2,0
20130213,1,3,0
20130214,1,4,0
20130215,1,5,0
20130216,0,6,0
20130217,0,7,0
20130218,0,1,0
20130219,0,2,0
20130220,0,3,0
20130221,0,4,0
20130222,0,5,0
20130223,0,6,1
20130224,0,7,1
20130225,0,1,0
20130226,0,2,0
20130227,0,3,0
20130228,0,4,0
20130301,0,5,0
20130302,0,6,1
20130303,0,7,1
20130304,0,1,0
20130305,0,2,0
20130306,0,3,0
20130307,0,4,0
20130308,0,5,0
20130309,0,6,1
20130310,0,7,1
20130311,0,1,0
20130312,0,2,0
20130313,0,3,0
20130314,0,4,0
20130315,0,5,0
20130316,0,6,1
20130317,0,7,1
20130318,0,1,0
20130319,0,2,0
20130320,0,3,0
20130321,0,4,0
20130322,0,5,0
20130323,0,6,1
20130324,0,7,1
20130325,0,1,0
20130326,0,2,0
20130327,0,3,0
20130328,0,4,0
20130329,0,5,0
20130330,0,6,1
20130331,0,7,1
20130401,0,1,0
20130402,0,2,0
20130403,0,3,0
20130404,1,4,0
20130405,1,5,0
20130406,1,6,1
20130407,0,7,0
20130408,0,1,0
20130409,0,2,0
20130410,0,3,0
20130411,0,4,0
20130412,0,5,0
20130413,0,6,1
20130414,0,7,1
20130415,0,1,0
20130416,0,2,0
20130417,0,3,0
20130418,0,4,0
20130419,0,5,0
20130420,0,6,1
20130421,0,7,1
20130422,0,1,0
20130423,0,2,0
20130424,0,3,0
20130425,0,4,0
20130426,0,5,0
20130427,0,6,0
20130428,0,7,0
20130429,1,1,0
20130430,1,2,0
20130501,1,3,0
20130502,0,4,0
20130503,0,5,0
20130504,0,6,1
20130505,0,7,1
20130506,0,1,0
20130507,0,2,0
20130508,0,3,0
20130509,0,4,0
20130510,0,5,0
20130511,0,6,1
20130512,0,7,1
20130513,0,1,0
20130514,0,2,0
20130515,0,3,0
20130516,0,4,0
20130517,0,5,0
20130518,0,6,1
20130519,0,7,1
20130520,0,1,0
20130521,0,2,0
20130522,0,3,0
20130523,0,4,0
20130524,0,5,0
20130525,0,6,1
20130526,0,7,1
20130527,0,1,0
20130528,0,2,0
20130529,0,3,0
20130530,0,4,0
20130531,0,5,0
20130601,0,6,1
20130602,0,7,1
20130603,0,1,0
20130604,0,2,0
20130605,0,3,0
20130606,0,4,0
20130607,0,5,0
20130608,0,6,0
20130609,0,7,0
20130610,1,1,0
20130611,1,2,0
20130612,1,3,0
20130613,0,4,0
20130614,0,5,0
20130615,0,6,1
20130616,0,7,1
20130617,0,1,0
20130618,0,2,0
20130619,0,3,0
20130620,0,4,0
20130621,0,5,0
20130622,0,6,1
20130623,0,7,1
20130624,0,1,0
20130625,0,2,0
20130626,0,3,0
20130627,0,4,0
20130628,0,5,0
20130629,0,6,1
20130630,0,7,1
20130701,0,1,0
20130702,0,2,0
20130703,0,3,0
20130704,0,4,0
20130705,0,5,0
20130706,0,6,1
20130707,0,7,1
20130708,0,1,0
20130709,0,2,0
20130710,0,3,0
20130711,0,4,0
20130712,0,5,0
20130713,0,6,1
20130714,0,7,1
20130715,0,1,0
20130716,0,2,0
20130717,0,3,0
20130718,0,4,0
20130719,0,5,0
20130720,0,6,1
20130721,0,7,1
20130722,0,1,0
20130723,0,2,0
20130724,0,3,0
20130725,0,4,0
20130726,0,5,0
20130727,0,6,1
20130728,0,7,1
20130729,0,1,0
20130730,0,2,0
20130731,0,3,0
20130801,0,4,0
20130802,0,5,0
20130803,0,6,1
20130804,0,7,1
20130805,0,1,0
20130806,0,2,0
20130807,0,3,0
20130808,0,4,0
20130809,0,5,0
20130810,0,6,1
20130811,0,7,1
20130812,0,1,0
20130813,0,2,0
20130814,0,3,0
20130815,0,4,0
20130816,0,5,0
20130817,0,6,1
20130818,0,7,1
20130819,0,1,0
20130820,0,2,0
20130821,0,3,0
20130822,0,4,0
20130823,0,5,0
20130824,0,6,1
20130825,0,7,1
20130826,0,1,0
20130827,0,2,0
20130828,0,3,0
20130829,0,4,0
20130830,0,5,0
20130831,0,6,1
20130901,0,7,1
20130902,0,1,0
20130903,0,2,0
20130904,0,3,0
20130905,0,4,0
20130906,0,5,0
20130907,0,6,1
20130908,0,7,1
20130909,0,1,0
20130910,0,2,0
20130911,0,3,0
20130912,0,4,0
20130913,0,5,0
20130914,0,6,1
20130915,0,7,1
20130916,0,1,0
20130917,0,2,0
20130918,0,3,0
20130919,1,4,0
20130920,1,5,0
20130921,1,6,1
20130922,0,7,0
20130923,0,1,0
20130924,0,2,0
20130925,0,3,0
20130926,0,4,0
20130927,0,5,0
20130928,0,6,1
20130929,0,7,0
20130930,0,1,0
20131001,1,2,0
20131002,1,3,0
20131003,1,4,0
20131004,1,5,0
20131005,1,6,1
20131006,1,7,1
20131007,1,1,0
20131008,0,2,0
20131009,0,3,0
20131010,0,4,0
20131011,0,5,0
20131012,0,6,0
20131013,0,7,1
20131014,0,1,0
20131015,0,2,0
20131016,0,3,0
20131017,0,4,0
20131018,0,5,0
20131019,0,6,1
20131020,0,7,1
20131021,0,1,0
20131022,0,2,0
20131023,0,3,0
20131024,0,4,0
20131025,0,5,0
20131026,0,6,1
20131027,0,7,1
20131028,0,1,0
20131029,0,2,0
20131030,0,3,0
20131031,0,4,0
20131101,0,5,0
20131102,0,6,1
20131103,0,7,1
20131104,0,1,0
20131105,0,2,0
20131106,0,3,0
20131107,0,4,0
20131108,0,5,0
20131109,0,6,1
20131110,0,7,1
20131111,0,1,0
20131112,0,2,0
20131113,0,3,0
20131114,0,4,0
20131115,0,5,0
20131116,0,6,1
20131117,0,7,1
20131118,0,1,0
20131119,0,2,0
20131120,0,3,0
20131121,0,4,0
20131122,0,5,0
20131123,0,6,1
20131124,0,7,1
20131125,0,1,0
20131126,0,2,0
20131127,0,3,0
20131128,0,4,0
20131129,0,5,0
20131130,0,6,1
20131201,0,7,1
20131202,0,1,0
20131203,0,2,0
20131204,0,3,0
20131205,0,4,0
20131206,0,5,0
20131207,0,6,1
20131208,0,7,1
20131209,0,1,0
20131210,0,2,0
20131211,0,3,0
20131212,0,4,0
20131213,0,5,0
20131214,0,6,1
20131215,0,7,1
20131216,0,1,0
20131217,0,2,0
20131218,0,3,0
20131219,0,4,0
20131220,0,5,0
20131221,0,6,1
20131222,0,7,1
20131223,0,1,0
20131224,0,2,0
20131225,0,3,0
20131226,0,4,0
20131227,0,5,0
20131228,0,6,1
20131229,0,7,1
20131230,0,1,0
20131231,0,2,0
20140101,1,3,0
20140102,0,4,0
20140103,0,5,0
20140104,0,6,1
20140105,0,7,1
20140106,0,1,0
20140107,0,2,0
20140108,0,3,0
20140109,0,4,0
20140110,0,5,0
20140111,0,6,1
20140112,0,7,1
20140113,0,1,0
20140114,0,2,0
20140115,0,3,0
20140116,0,4,0
20140117,0,5,0
20140118,0,6,1
20140119,0,7,1
20140120,0,1,0
20140121,0,2,0
20140122,0,3,0
20140123,0,4,0
20140124,0,5,0
20140125,0,6,1
20140126,0,7,0
20140127,0,1,0
20140128,0,2,0
20140129,0,3,0
20140130,0,4,0
20140131,1,5,0
20140201,1,6,1
20140202,1,7,1
20140203,1,1,0
20140204,1,2,0
20140205,1,3,0
20140206,1,4,0
20140207,0,5,0
20140208,0,6,0
20140209,0,7,1
20140210,0,1,0
20140211,0,2,0
20140212,0,3,0
20140213,0,4,0
20140214,0,5,0
20140215,0,6,1
20140216,0,7,1
20140217,0,1,0
20140218,0,2,0
20140219,0,3,0
20140220,0,4,0
20140221,0,5,0
20140222,0,6,1
20140223,0,7,1
20140224,0,1,0
20140225,0,2,0
20140226,0,3,0
20140227,0,4,0
20140228,0,5,0
20140301,0,6,1
20140302,0,7,1
20140303,0,1,0
20140304,0,2,0
20140305,0,3,0
20140306,0,4,0
20140307,0,5,0
20140308,0,6,1
20140309,0,7,1
20140310,0,1,0
20140311,0,2,0
20140312,0,3,0
20140313,0,4,0
20140314,0,5,0
20140315,0,6,1
20140316,0,7,1
20140317,0,1,0
20140318,0,2,0
20140319,0,3,0
20140320,0,4,0
20140321,0,5,0
20140322,0,6,1
20140323,0,7,1
20140324,0,1,0
20140325,0,2,0
20140326,0,3,0
20140327,0,4,0
20140328,0,5,0
20140329,0,6,1
20140330,0,7,1
20140331,0,1,0
20140401,0,2,0
20140402,0,3,0
20140403,0,4,0
20140404,0,5,0
20140405,1,6,1
20140406,1,7,1
20140407,1,1,0
20140408,0,2,0
20140409,0,3,0
20140410,0,4,0
20140411,0,5,0
20140412,0,6,1
20140413,0,7,1
20140414,0,1,0
20140415,0,2,0
20140416,0,3,0
20140417,0,4,0
20140418,0,5,0
20140419,0,6,1
20140420,0,7,1
20140421,0,1,0
20140422,0,2,0
20140423,0,3,0
20140424,0,4,0
20140425,0,5,0
20140426,0,6,1
20140427,0,7,1
20140428,0,1,0
20140429,0,2,0
20140430,0,3,0
20140501,1,4,0
20140502,1,5,0
20140503,1,6,1
20140504,0,7,0
20140505,0,1,0
20140506,0,2,0
20140507,0,3,0
20140508,0,4,0
20140509,0,5,0
20140510,0,6,1
20140511,0,7,1
20140512,0,1,0
20140513,0,2,0
20140514,0,3,0
20140515,0,4,0
20140516,0,5,0
20140517,0,6,1
20140518,0,7,1
20140519,0,1,0
20140520,0,2,0
20140521,0,3,0
20140522,0,4,0
20140523,0,5,0
20140524,0,6,1
20140525,0,7,1
20140526,0,1,0
20140527,0,2,0
20140528,0,3,0
20140529,0,4,0
20140530,0,5,0
20140531,1,6,1
20140601,1,7,1
20140602,1,1,0
20140603,0,2,0
20140604,0,3,0
20140605,0,4,0
20140606,0,5,0
20140607,0,6,1
20140608,0,7,1
20140609,0,1,0
20140610,0,2,0
20140611,0,3,0
20140612,0,4,0
20140613,0,5,0
20140614,0,6,1
20140615,0,7,1
20140616,0,1,0
20140617,0,2,0
20140618,0,3,0
20140619,0,4,0
20140620,0,5,0
20140621,0,6,1
20140622,0,7,1
20140623,0,1,0
20140624,0,2,0
20140625,0,3,0
20140626,0,4,0
20140627,0,5,0
20140628,0,6,1
20140629,0,7,1
20140630,0,1,0
20140701,0,2,0
20140702,0,3,0
20140703,0,4,0
20140704,0,5,0
20140705,0,6,1
20140706,0,7,1
20140707,0,1,0
20140708,0,2,0
20140709,0,3,0
20140710,0,4,0
20140711,0,5,0
20140712,0,6,1
20140713,0,7,1
20140714,0,1,0
20140715,0,2,0
20140716,0,3,0
20140717,0,4,0
20140718,0,5,0
20140719,0,6,1
20140720,0,7,1
20140721,0,1,0
20140722,0,2,0
20140723,0,3,0
20140724,0,4,0
20140725,0,5,0
20140726,0,6,1
20140727,0,7,1
20140728,0,1,0
20140729,0,2,0
20140730,0,3,0
20140731,0,4,0
20140801,0,5,0
20140802,0,6,1
20140803,0,7,1
20140804,0,1,0
20140805,0,2,0
20140806,0,3,0
20140807,0,4,0
20140808,0,5,0
20140809,0,6,1
20140810,0,7,1
20140811,0,1,0
20140812,0,2,0
20140813,0,3,0
20140814,0,4,0
20140815,0,5,0
20140816,0,6,1
20140817,0,7,1
20140818,0,1,0
20140819,0,2,0
20140820,0,3,0
20140821,0,4,0
20140822,0,5,0
20140823,0,6,1
20140824,0,7,1
20140825,0,1,0
20140826,0,2,0
20140827,0,3,0
20140828,0,4,0
20140829,0,5,0
20140830,0,6,1
20140831,0,7,1
20140901,0,1,0
20140902,0,2,0
20140903,0,3,0
20140904,0,4,0
20140905,0,5,0
20140906,1,6,1
20140907,1,7,1
20140908,1,1,0
20140909,0,2,0
20140910,0,3,0
20140911,0,4,0
20140912,0,5,0
20140913,0,6,1
20140914,0,7,1
20140915,0,1,0
20140916,0,2,0
20140917,0,3,0
20140918,0,4,0
20140919,0,5,0
20140920,0,6,1
20140921,0,7,1
20140922,0,1,0
20140923,0,2,0
20140924,0,3,0
20140925,0,4,0
20140926,0,5,0
20140927,0,6,1
20140928,0,7,0
20140929,0,1,0
20140930,0,2,0
20141001,1,3,0
20141002,1,4,0
20141003,1,5,0
20141004,1,6,1
20141005,1,7,1
20141006,1,1,0
20141007,1,2,0
20141008,0,3,0
20141009,0,4,0
20141010,0,5,0
20141011,0,6,0
20141012,0,7,1
20141013,0,1,0
20141014,0,2,0
20141015,0,3,0
20141016,0,4,0
20141017,0,5,0
20141018,0,6,1
20141019,0,7,1
20141020,0,1,0
20141021,0,2,0
20141022,0,3,0
20141023,0,4,0
20141024,0,5,0
20141025,0,6,1
20141026,0,7,1
20141027,0,1,0
20141028,0,2,0
20141029,0,3,0
20141030,0,4,0
20141031,0,5,0
20141101,0,6,1
20141102,0,7,1
20141103,0,1,0
20141104,0,2,0
20141105,0,3,0
20141106,0,4,0
20141107,0,5,0
20141108,0,6,1
20141109,0,7,1
20141110,0,1,0
20141111,0,2,0
20141112,0,3,0
20141113,0,4,0
20141114,0,5,0
20141115,0,6,1
20141116,0,7,1
20141117,0,1,0
20141118,0,2,0
20141119,0,3,0
20141120,0,4,0
20141121,0,5,0
20141122,0,6,1
20141123,0,7,1
20141124,0,1,0
20141125,0,2,0
20141126,0,3,0
20141127,0,4,0
20141128,0,5,0
20141129,0,6,1
20141130,0,7,1
20141201,0,1,0
20141202,0,2,0
20141203,0,3,0
20141204,0,4,0
20141205,0,5,0
20141206,0,6,1
20141207,0,7,1
20141208,0,1,0
20141209,0,2,0
20141210,0,3,0
20141211,0,4,0
20141212,0,5,0
20141213,0,6,1
20141214,0,7,1
20141215,0,1,0
20141216,0,2,0
20141217,0,3,0
20141218,0,4,0
20141219,0,5,0
20141220,0,6,1
20141221,0,7,1
20141222,0,1,0
20141223,0,2,0
20141224,0,3,0
20141225,0,4,0
20141226,0,5,0
20141227,0,6,1
20141228,0,7,1
20141229,0,1,0
20141230,0,2,0
20141231,0,3,0
20150101,1,4,0
20150102,1,5,0
20150103,1,6,1
20150104,0,7,0
20150105,0,1,0
20150106,0,2,0
20150107,0,3,0
20150108,0,4,0
20150109,0,5,0
20150110,0,6,1
20150111,0,7,1
20150112,0,1,0
20150113,0,2,0
20150114,0,3,0
20150115,0,4,0
20150116,0,5,0
20150117,0,6,1
20150118,0,7,1
20150119,0,1,0
20150120,0,2,0
20150121,0,3,0
20150122,0,4,0
20150123,0,5,0
20150124,0,6,1
20150125,0,7,1
20150126,0,1,0
20150127,0,2,0
20150128,0,3,0
20150129,0,4,0
20150130,0,5,0
20150131,0,6,1
20150201,0,7,1
20150202,0,1,0
20150203,0,2,0
20150204,0,3,0
20150205,0,4,0
20150206,0,5,0
20150207,0,6,1
20150208,0,7,1
20150209,0,1,0
20150210,0,2,0
20150211,0,3,0
20150212,0,4,0
20150213,0,5,0
20150214,0,6,1
20150215,0,7,0
20150216,0,1,0
20150217,0,2,0
20150218,1,3,0
20150219,1,4,0
20150220,1,5,0
20150221,1,6,1
20150222,1,7,1
20150223,1,1,0
20150224,1,2,0
20150225,1,3,0
20150226,0,4,0
20150227,0,5,0
20150228,0,6,0
20150301,0,7,1
20150302,0,1,0
20150303,0,2,0
20150304,0,3,0
20150305,0,4,0
20150306,0,5,0
20150307,0,6,1
20150308,0,7,1
20150309,0,1,0
20150310,0,2,0
20150311,0,3,0
20150312,0,4,0
20150313,0,5,0
20150314,0,6,1
20150315,0,7,1
20150316,0,1,0
20150317,0,2,0
20150318,0,3,0
20150319,0,4,0
20150320,0,5,0
20150321,0,6,1
20150322,0,7,1
20150323,0,1,0
20150324,0,2,0
20150325,0,3,0
20150326,0,4,0
20150327,0,5,0
20150328,0,6,1
20150329,0,7,1
20150330,0,1,0
20150331,0,2,0
20150401,0,3,0
20150402,0,4,0
20150403,0,5,0
20150404,1,6,1
20150405,1,7,1
20150406,1,1,0
20150407,0,2,0
20150408,0,3,0
20150409,0,4,0
20150410,0,5,0
20150411,0,6,1
20150412,0,7,1
20150413,0,1,0
20150414,0,2,0
20150415,0,3,0
20150416,0,4,0
20150417,0,5,0
20150418,0,6,1
20150419,0,7,1
20150420,0,1,0
20150421,0,2,0
20150422,0,3,0
20150423,0,4,0
20150424,0,5,0
20150425,0,6,1
20150426,0,7,1
20150427,0,1,0
20150428,0,2,0
20150429,0,3,0
20150430,0,4,0
20150501,1,5,0
20150502,1,6,1
20150503,1,7,1
20150504,0,1,0
20150505,0,2,0
20150506,0,3,0
20150507,0,4,0
20150508,0,5,0
20150509,0,6,1
20150510,0,7,1
20150511,0,1,0
20150512,0,2,0
20150513,0,3,0
20150514,0,4,0
20150515,0,5,0
20150516,0,6,1
20150517,0,7,1
20150518,0,1,0
20150519,0,2,0
20150520,0,3,0
20150521,0,4,0
20150522,0,5,0
20150523,0,6,1
20150524,0,7,1
20150525,0,1,0
20150526,0,2,0
20150527,0,3,0
20150528,0,4,0
20150529,0,5,0
20150530,0,6,1
20150531,0,7,1
20150601,0,1,0
20150602,0,2,0
20150603,0,3,0
20150604,0,4,0
20150605,0,5,0
20150606,0,6,1
20150607,0,7,1
20150608,0,1,0
20150609,0,2,0
20150610,0,3,0
20150611,0,4,0
20150612,0,5,0
20150613,0,6,1
20150614,0,7,1
20150615,0,1,0
20150616,0,2,0
20150617,0,3,0
20150618,0,4,0
20150619,0,5,0
20150620,1,6,1
20150621,1,7,1
20150622,1,1,0
20150623,0,2,0
20150624,0,3,0
20150625,0,4,0
20150626,0,5,0
20150627,0,6,1
20150628,0,7,1
20150629,0,1,0
20150630,0,2,0
20150701,0,3,0
20150702,0,4,0
20150703,0,5,0
20150704,0,6,1
20150705,0,7,1
20150706,0,1,0
20150707,0,2,0
20150708,0,3,0
20150709,0,4,0
20150710,0,5,0
20150711,0,6,1
20150712,0,7,1
20150713,0,1,0
20150714,0,2,0
20150715,0,3,0
20150716,0,4,0
20150717,0,5,0
20150718,0,6,1
20150719,0,7,1
20150720,0,1,0
20150721,0,2,0
20150722,0,3,0
20150723,0,4,0
20150724,0,5,0
20150725,0,6,1
20150726,0,7,1
20150727,0,1,0
20150728,0,2,0
20150729,0,3,0
20150730,0,4,0
20150731,0,5,0
20150801,0,6,1
20150802,0,7,1
20150803,0,1,0
20150804,0,2,0
20150805,0,3,0
20150806,0,4,0
20150807,0,5,0
20150808,0,6,1
20150809,0,7,1
20150810,0,1,0
20150811,0,2,0
20150812,0,3,0
20150813,0,4,0
20150814,0,5,0
20150815,0,6,1
20150816,0,7,1
20150817,0,1,0
20150818,0,2,0
20150819,0,3,0
20150820,0,4,0
20150821,0,5,0
20150822,0,6,1
20150823,0,7,1
20150824,0,1,0
20150825,0,2,0
20150826,0,3,0
20150827,0,4,0
20150828,0,5,0
20150829,0,6,1
20150830,0,7,1
20150831,0,1,0
20150901,0,2,0
20150902,0,3,0
20150903,1,4,0
20150904,1,5,0
20150905,1,6,1
20150906,0,7,0
20150907,0,1,0
20150908,0,2,0
20150909,0,3,0
20150910,0,4,0
20150911,0,5,0
20150912,0,6,1
20150913,0,7,1
20150914,0,1,0
20150915,0,2,0
20150916,0,3,0
20150917,0,4,0
20150918,0,5,0
20150919,0,6,1
20150920,0,7,1
20150921,0,1,0
20150922,0,2,0
20150923,0,3,0
20150924,0,4,0
20150925,0,5,0
20150926,0,6,1
20150927,1,7,1
20150928,0,1,0
20150929,0,2,0
20150930,0,3,0
20151001,1,4,0
20151002,1,5,0
20151003,1,6,1
20151004,1,7,1
20151005,1,1,0
20151006,1,2,0
20151007,1,3,0
20151008,0,4,0
20151009,0,5,0
20151010,0,6,0
20151011,0,7,1
20151012,0,1,0
20151013,0,2,0
20151014,0,3,0
20151015,0,4,0
20151016,0,5,0
20151017,0,6,1
20151018,0,7,1
20151019,0,1,0
20151020,0,2,0
20151021,0,3,0
20151022,0,4,0
20151023,0,5,0
20151024,0,6,1
20151025,0,7,1
20151026,0,1,0
20151027,0,2,0
20151028,0,3,0
20151029,0,4,0
20151030,0,5,0
20151031,0,6,1
20151101,0,7,1
20151102,0,1,0
20151103,0,2,0
20151104,0,3,0
20151105,0,4,0
20151106,0,5,0
20151107,0,6,1
20151108,0,7,1
20151109,0,1,0
20151110,0,2,0
20151111,0,3,0
20151112,0,4,0
20151113,0,5,0
20151114,0,6,1
20151115,0,7,1
20151116,0,1,0
20151117,0,2,0
20151118,0,3,0
20151119,0,4,0
20151120,0,5,0
20151121,0,6,1
20151122,0,7,1
20151123,0,1,0
20151124,0,2,0
20151125,0,3,0
20151126,0,4,0
20151127,0,5,0
20151128,0,6,1
20151129,0,7,1
20151130,0,1,0
20151201,0,2,0
20151202,0,3,0
20151203,0,4,0
20151204,0,5,0
20151205,0,6,1
20151206,0,7,1
20151207,0,1,0
20151208,0,2,0
20151209,0,3,0
20151210,0,4,0
20151211,0,5,0
20151212,0,6,1
20151213,0,7,1
20151214,0,1,0
20151215,0,2,0
20151216,0,3,0
20151217,0,4,0
20151218,0,5,0
20151219,0,6,1
20151220,0,7,1
20151221,0,1,0
20151222,0,2,0
20151223,0,3,0
20151224,0,4,0
20151225,0,5,0
20151226,0,6,1
20151227,0,7,1
20151228,0,1,0
20151229,0,2,0
20151230,0,3,0
20151231,0,4,0
20160101,1,5,0
20160102,1,6,1
20160103,1,7,1
20160104,0,1,0
20160105,0,2,0
20160106,0,3,0
20160107,0,4,0
20160108,0,5,0
20160109,0,6,1
20160110,0,7,1
20160111,0,1,0
20160112,0,2,0
20160113,0,3,0
20160114,0,4,0
20160115,0,5,0
20160116,0,6,1
20160117,0,7,1
20160118,0,1,0
20160119,0,2,0
20160120,0,3,0
20160121,0,4,0
20160122,0,5,0
20160123,0,6,1
20160124,0,7,1
20160125,0,1,0
20160126,0,2,0
20160127,0,3,0
20160128,0,4,0
20160129,0,5,0
20160130,0,6,1
20160131,0,7,1
20160201,0,1,0
20160202,0,2,0
20160203,0,3,0
20160204,0,4,0
20160205,0,5,0
20160206,0,6,0
20160207,1,7,1
20160208,1,1,0
20160209,1,2,0
20160210,1,3,0
20160211,1,4,0
20160212,1,5,0
20160213,1,6,1
20160214,0,7,0
20160215,0,1,0
20160216,0,2,0
20160217,0,3,0
20160218,0,4,0
20160219,0,5,0
20160220,0,6,1
20160221,0,7,1
20160222,0,1,0
20160223,0,2,0
20160224,0,3,0
20160225,0,4,0
20160226,0,5,0
20160227,0,6,1
20160228,0,7,1
20160229,0,1,0
20160301,0,2,0
20160302,0,3,0
20160303,0,4,0
20160304,0,5,0
20160305,0,6,1
20160306,0,7,1
20160307,0,1,0
20160308,0,2,0
20160309,0,3,0
20160310,0,4,0
20160311,0,5,0
20160312,0,6,1
20160313,0,7,1
20160314,0,1,0
20160315,0,2,0
20160316,0,3,0
20160317,0,4,0
20160318,0,5,0
20160319,0,6,1
20160320,0,7,1
20160321,0,1,0
20160322,0,2,0
20160323,0,3,0
20160324,0,4,0
20160325,0,5,0
20160326,0,6,1
20160327,0,7,1
20160328,0,1,0
20160329,0,2,0
20160330,0,3,0
20160331,0,4,0
20160401,0,5,0
20160402,1,6,1
20160403,1,7,1
20160404,1,1,0
20160405,0,2,0
20160406,0,3,0
20160407,0,4,0
20160408,0,5,0
20160409,0,6,1
20160410,0,7,1
20160411,0,1,0
20160412,0,2,0
20160413,0,3,0
20160414,0,4,0
20160415,0,5,0
20160416,0,6,1
20160417,0,7,1
20160418,0,1,0
20160419,0,2,0
20160420,0,3,0
20160421,0,4,0
20160422,0,5,0
20160423,0,6,1
20160424,0,7,1
20160425,0,1,0
20160426,0,2,0
20160427,0,3,0
20160428,0,4,0
20160429,0,5,0
20160430,1,6,1
20160501,1,7,1
20160502,1,1,0
20160503,0,2,0
20160504,0,3,0
20160505,0,4,0
20160506,0,5,0
20160507,0,6,1
20160508,0,7,1
20160509,0,1,0
20160510,0,2,0
20160511,0,3,0
20160512,0,4,0
20160513,0,5,0
20160514,0,6,1
20160515,0,7,1
20160516,0,1,0
20160517,0,2,0
20160518,0,3,0
20160519,0,4,0
20160520,0,5,0
20160521,0,6,1
20160522,0,7,1
20160523,0,1,0
20160524,0,2,0
20160525,0,3,0
20160526,0,4,0
20160527,0,5,0
20160528,0,6,1
20160529,0,7,1
20160530,0,1,0
20160531,0,2,0
20160601,0,3,0
20160602,0,4,0
20160603,0,5,0
20160604,0,6,1
20160605,0,7,1
20160606,0,1,0
20160607,0,2,0
20160608,0,3,0
20160609,1,4,0
20160610,1,5,0
20160611,1,6,1
20160612,0,7,0
20160613,0,1,0
20160614,0,2,0
20160615,0,3,0
20160616,0,4,0
20160617,0,5,0
20160618,0,6,1
20160619,0,7,1
20160620,0,1,0
20160621,0,2,0
20160622,0,3,0
20160623,0,4,0
20160624,0,5,0
20160625,0,6,1
20160626,0,7,1
20160627,0,1,0
20160628,0,2,0
20160629,0,3,0
20160630,0,4,0
20160701,0,5,0
20160702,0,6,1
20160703,0,7,1
20160704,0,1,0
20160705,0,2,0
20160706,0,3,0
20160707,0,4,0
20160708,0,5,0
20160709,0,6,1
20160710,0,7,1
20160711,0,1,0
20160712,0,2,0
20160713,0,3,0
20160714,0,4,0
20160715,0,5,0
20160716,0,6,1
20160717,0,7,1
20160718,0,1,0
20160719,0,2,0
20160720,0,3,0
20160721,0,4,0
20160722,0,5,0
20160723,0,6,1
20160724,0,7,1
20160725,0,1,0
20160726,0,2,0
20160727,0,3,0
20160728,0,4,0
20160729,0,5,0
20160730,0,6,1
20160731,0,7,1
20160801,0,1,0
20160802,0,2,0
20160803,0,3,0
20160804,0,4,0
20160805,0,5,0
20160806,0,6,1
20160807,0,7,1
20160808,0,1,0
20160809,0,2,0
20160810,0,3,0
20160811,0,4,0
20160812,0,5,0
20160813,0,6,1
20160814,0,7,1
20160815,0,1,0
20160816,0,2,0
20160817,0,3,0
20160818,0,4,0
20160819,0,5,0
20160820,0,6,1
20160821,0,7,1
20160822,0,1,0
20160823,0,2,0
20160824,0,3,0
20160825,0,4,0
20160826,0,5,0
