,日期,最高气温,最低气温,天气,风向,风力
474,2012-05-01,22,17,阴,北风,4-5级
475,2012-05-02,27,16,多云转晴,西北风,3-4级
476,2012-05-03,26,18,阴转多云,东风,小于3级
477,2012-05-04,31,18,晴,东风,小于3级
478,2012-05-05,32,20,晴,西北风,小于3级转3-4级
479,2012-05-06,33,21,晴,西南风,4-5级转3-4级
480,2012-05-07,28,20,雷阵雨转阵雨,东南风,3-4级转4-5级
481,2012-05-08,26,18,阴转多云,北风,4-5级转3-4级
482,2012-05-09,27,17,多云转晴,西南风,3-4级
483,2012-05-10,27,18,晴,北风,3-4级
484,2012-05-11,26,19,多云,东风,3-4级
485,2012-05-12,22,18,中雨,东风,4-5级
486,2012-05-13,26,18,小雨,东南风,4-5级转3-4级
487,2012-05-14,28,19,小雨转多云,北风,3-4级
488,2012-05-15,30,19,多云,西南风,3-4级
489,2012-05-16,31,20,多云转晴,西风,小于3级转3-4级
490,2012-05-17,28,19,多云,东北风,3-4级
491,2012-05-18,25,18,小雨转中雨,北风,4-5级
492,2012-05-19,21,16,小雨,东北风,4-5级
493,2012-05-20,24,17,阴转多云,东北风,3-4级
494,2012-05-21,26,18,多云,北风,3-4级
495,2012-05-22,24,19,多云转阵雨,东北风,3-4级
496,2012-05-23,23,19,阵雨,东风,3-4级
497,2012-05-24,23,18,阵雨,北风,3-4级转4-5级
498,2012-05-25,25,18,阴转多云,东风,3-4级
499,2012-05-26,28,18,晴,西风,3-4级
500,2012-05-27,29,19,晴,东北风,3-4级
501,2012-05-28,28,20,晴转多云,西北风,3-4级转4-5级
502,2012-05-29,23,19,中雨转大雨,西北风,4-5级
503,2012-05-30,24,19,小雨转阴,东风,4-5级
504,2012-05-31,25,19,多云转阴,东风,4-5级转3-4级
505,2012-06-01,26,20,小雨转阴,东南风,3-4级
506,2012-06-02,27,19,多云,东风,3-4级
507,2012-06-03,25,20,多云转小雨,东南风,3-4级
508,2012-06-04,26,21,阴转多云,东北风,4-5级
509,2012-06-05,27,21,阴,东南风,3-4级
510,2012-06-06,29,22,阵雨,东南风,3-4级
511,2012-06-07,33,24,阴转多云,北风,小于3级
512,2012-06-08,33,24,多云,东风,小于3级
513,2012-06-09,32,24,多云,西风,3-4级
514,2012-06-10,28,24,小雨,东风,3-4级
515,2012-06-11,31,23,阴转多云,北风,3-4级
516,2012-06-12,33,23,多云转晴,北风,3-4级
517,2012-06-13,30,23,晴转多云,西风,3-4级
518,2012-06-14,28,23,多云转阴,北风,3-4级
519,2012-06-15,28,23,阴转多云,东风,3-4级
520,2012-06-16,27,22,多云转阵雨,东北风,3-4级
521,2012-06-17,24,21,暴雨转中雨,北风,3-4级
522,2012-06-18,26,22,小雨,西南风,3-4级
523,2012-06-19,27,22,阴,东风,3-4级
524,2012-06-20,27,22,小雨转多云,东南风,3-4级
525,2012-06-21,28,22,多云,东风,3-4级
526,2012-06-22,24,22,大雨转中雨,西北风,4-5级
527,2012-06-23,26,21,阵雨,北风,4-5级转3-4级
528,2012-06-24,29,23,阴,西风,3-4级
529,2012-06-25,26,22,阵雨转大雨,东风,3-4级
530,2012-06-26,25,23,中雨,东北风,3-4级
531,2012-06-27,28,23,阵雨,东风,3-4级
532,2012-06-28,33,24,阴转多云,东风,3-4级
533,2012-06-29,34,25,多云转雷阵雨,西北风,4-5级转3-4级
534,2012-06-30,32,26,雷阵雨,西北风,3-4级
535,2012-07-01,35,27,多云转雷阵雨,西南风,3-4级
536,2012-07-02,35,29,多云,西南风,3-4级
537,2012-07-03,37,28,多云,北风,3-4级
538,2012-07-04,38,28,多云转晴,东风,3-4级转4-5级
539,2012-07-05,37,29,多云转雷阵雨,东风,3-4级
540,2012-07-06,34,27,雷阵雨,东南风,3-4级
541,2012-07-07,31,26,多云转雷阵雨,东风,3-4级
542,2012-07-08,34,27,多云转雷阵雨,北风,3-4级
543,2012-07-09,37,28,多云,西北风,3-4级
544,2012-07-10,34,28,雷阵雨,西南风,3-4级
545,2012-07-11,35,27,多云转雷阵雨,西风,3-4级
546,2012-07-12,34,27,雷阵雨,西北风,3-4级
547,2012-07-13,30,25,雷阵雨,南风,3-4级
548,2012-07-14,29,23,雷阵雨转阴,西南风,3-4级
549,2012-07-15,28,24,阴转阵雨,东北风,3-4级
550,2012-07-16,30,25,多云转阵雨,东风,3-4级
551,2012-07-17,29,25,大雨转阵雨,西风,3-4级转4-5级
552,2012-07-18,33,26,多云转雷阵雨,东北风,3-4级
553,2012-07-19,34,27,多云转雷阵雨,西北风,3-4级
554,2012-07-20,35,27,多云,东风,3-4级
555,2012-07-21,34,27,晴转多云,东北风,4-5级
556,2012-07-22,34,28,多云转晴,西南风,4-5级
557,2012-07-23,34,27,多云,西北风,4-5级
558,2012-07-24,34,27,晴转多云,南风,4-5级
559,2012-07-25,34,27,晴转多云,北风,3-4级
560,2012-07-26,34,27,多云转晴,东北风,3-4级
561,2012-07-27,35,28,晴转多云,西风,3-4级
562,2012-07-28,35,28,多云转晴,北风,3-4级
563,2012-07-29,35,28,多云转晴,东北风,3-4级
564,2012-07-30,35,28,多云,西南风,3-4级
565,2012-07-31,34,27,多云,北风,3-4级转4-5级
566,2012-08-01,32,27,阵雨转大雨,东风,4-5级
567,2012-08-02,32,27,大雨转阵雨,东风,5-6级转7-8级
568,2012-08-03,33,27,阵雨转多云,西北风,5-6级转4-5级
569,2012-08-04,33,27,多云,东风,4-5级
570,2012-08-05,32,27,多云,东北风,4-5级
571,2012-08-06,30,26,阵雨转中雨,东北风,4-5级
572,2012-08-07,28,25,大雨转暴雨,东北风,5-6级转7-8级
573,2012-08-08,30,25,大雨转中雨,东北风,6-7级转5-6级
574,2012-08-09,32,27,阵雨转多云,西北风,4-5级
575,2012-08-10,33,27,多云转阵雨,东北风,4-5级
576,2012-08-11,34,28,多云,东风,4-5级转3-4级
577,2012-08-12,34,28,多云转雷阵雨,东风,3-4级
578,2012-08-13,35,28,多云,西风,3-4级
579,2012-08-14,36,28,多云,西北风,3-4级
580,2012-08-15,35,28,多云,西风,3-4级
581,2012-08-16,35,28,多云,西北风,3-4级
582,2012-08-17,35,28,多云,西风,3-4级
583,2012-08-18,35,28,多云,南风,3-4级
584,2012-08-19,35,28,多云,西风,3-4级
585,2012-08-20,34,26,多云,北风,3-4级
586,2012-08-21,30,24,阵雨,西风,3-4级转4-5级
587,2012-08-22,29,25,阵雨,西北风,4-5级转3-4级
588,2012-08-23,29,24,阵雨转中雨,北风,4-5级
589,2012-08-24,32,26,阵雨转多云,东北风,3-4级转4-5级
590,2012-08-25,31,26,多云转小雨,东风,4-5级
591,2012-08-26,29,25,阵雨转大雨,东北风,5-6级转6-7级
592,2012-08-27,33,26,小雨转多云,北风,6-7级转5-6级
593,2012-08-28,31,24,阵雨,西南风,小于3级
594,2012-08-29,32,26,阵雨转多云,北风,4-5级
595,2012-08-30,32,26,多云,东北风,3-4级
596,2012-08-31,32,25,晴转多云,北风,3-4级
597,2012-09-01,32,25,多云,西北风,3-4级
598,2012-09-02,30,25,多云转雷阵雨,西北风,3-4级
599,2012-09-03,27,23,雷阵雨转阵雨,西南风,3-4级
600,2012-09-04,26,22,阵雨,西南风,3-4级
601,2012-09-05,28,23,阴转小雨,东风,3-4级
602,2012-09-06,29,24,阵雨转大雨,东风,3-4级
603,2012-09-07,30,24,多云,西北风,3-4级
604,2012-09-08,28,23,雷阵雨转阵雨,东北风,4-5级转3-4级
605,2012-09-09,27,23,雷阵雨转阴,东北风,3-4级
606,2012-09-10,29,23,多云,东北风,3-4级
607,2012-09-11,30,23,多云转雷阵雨,东北风,3-4级
608,2012-09-12,27,21,阵雨转中雨,西南风,3-4级转4-5级
609,2012-09-13,24,20,阵雨转多云,西北风,4-5级转3-4级
610,2012-09-14,26,21,多云,东风,4-5级
611,2012-09-15,26,21,多云转阴,东风,4-5级
612,2012-09-16,25,20,多云,北风,5-6级转4-5级
613,2012-09-17,27,18,晴,南风,3-4级
614,2012-09-18,28,18,晴,西风,3-4级
615,2012-09-19,28,21,晴转多云,西风,3-4级
616,2012-09-20,27,21,多云转阴,东风,3-4级
617,2012-09-21,26,21,阵雨,西北风,3-4级
618,2012-09-22,27,19,阴转多云,东风,3-4级
619,2012-09-23,27,20,多云转晴,东风,3-4级
620,2012-09-24,27,20,多云,东风,3-4级
621,2012-09-25,27,21,多云转阴,东风,3-4级
622,2012-09-26,26,21,多云,东风,3-4级
623,2012-09-27,27,21,多云,东风,3-4级转4-5级
624,2012-09-28,23,18,多云转晴,东风,4-5级
625,2012-09-29,24,18,晴转多云,北风,3-4级
626,2012-09-30,25,16,晴,北风,3-4级
627,2012-10-01,26,17,晴,北风,3-4级
628,2012-10-02,26,18,多云,北风,3-4级
629,2012-10-03,27,19,多云转晴,东北风,3-4级
630,2012-10-04,26,19,晴转多云,东风,3-4级
631,2012-10-05,25,20,阴转多云,东风,3-4级
632,2012-10-06,25,19,多云,东北风,3-4级
633,2012-10-07,24,18,多云转阴,东风,3-4级
634,2012-10-08,25,19,多云,西南风,3-4级
635,2012-10-09,26,18,多云转晴,东风,3-4级
636,2012-10-10,23,17,晴,东风,4-5级转3-4级
637,2012-10-11,25,17,晴转多云,北风,3-4级
638,2012-10-12,24,18,多云,东北风,3-4级
639,2012-10-13,24,20,阴,东北风,3-4级
640,2012-10-14,25,20,多云,东北风,4-5级
641,2012-10-15,26,19,晴转多云,东北风,4-5级转3-4级
642,2012-10-16,22,17,小雨转多云,西北风,4-5级
643,2012-10-17,22,15,晴,西北风,4-5级
644,2012-10-18,23,14,晴,东北风,3-4级
645,2012-10-19,25,18,晴转多云,北风,3-4级
646,2012-10-20,25,20,多云,东北风,3-4级
647,2012-10-21,23,19,阴转小雨,北风,4-5级
648,2012-10-22,22,15,阴转晴,西北风,4-5级转3-4级
649,2012-10-23,22,16,多云,西北风,3-4级
650,2012-10-24,24,19,小雨,北风,3-4级
651,2012-10-25,26,20,阵雨转多云,北风,3-4级转4-5级
652,2012-10-26,24,20,多云转阵雨,西北风,4-5级转3-4级
653,2012-10-27,23,17,多云转晴,西北风,3-4级
654,2012-10-28,21,16,晴转多云,北风,3-4级
655,2012-10-29,18,15,小雨,东北风,3-4级转4-5级
656,2012-10-30,17,11,阴转多云,东北风,4-5级
657,2012-10-31,17,10,晴转多云,北风,3-4级
658,2012-11-01,18,12,多云,东北风,3-4级
659,2012-11-02,20,15,多云转小雨,东北风,3-4级转4-5级
660,2012-11-03,17,11,雷阵雨转晴,北风,4-5级
661,2012-11-04,16,9,晴,北风,4-5级
662,2012-11-05,17,10,晴,北风,3-4级
663,2012-11-06,18,9,晴转多云,南风,3-4级
664,2012-11-07,18,11,多云转小雨,东风,3-4级
665,2012-11-08,17,15,小雨转中雨,东风,3-4级转4-5级
666,2012-11-09,19,15,中雨,东北风,4-5级
667,2012-11-10,14,10,阴转晴,西南风,4-5级
668,2012-11-11,15,8,晴,西南风,4-5级转3-4级
669,2012-11-12,16,9,多云转晴,西南风,3-4级转4-5级
670,2012-11-13,15,8,晴,西北风,4-5级转3-4级
671,2012-11-14,16,9,晴转多云,北风,3-4级
672,2012-11-15,15,12,小雨转中雨,东北风,3-4级
673,2012-11-16,15,9,小雨转多云,西北风,4-5级转3-4级
674,2012-11-17,16,8,晴,北风,3-4级
675,2012-11-18,16,8,晴转多云,北风,3-4级转4-5级
676,2012-11-19,16,11,晴转多云,东北风,4-5级转3-4级
677,2012-11-20,15,12,小雨转中雨,西北风,3-4级
678,2012-11-21,16,13,小雨转中雨,北风,3-4级
679,2012-11-22,14,9,中雨转小雨,北风,4-5级
680,2012-11-23,12,7,多云转晴,西北风,3-4级
681,2012-11-24,14,8,小雨转中雨,西北风,3-4级
682,2012-11-25,12,9,小雨转阴,西南风,4-5级
683,2012-11-26,11,5,晴转多云,西北风,3-4级
684,2012-11-27,15,8,多云转阴,西北风,3-4级
685,2012-11-28,14,9,小雨转多云,东北风,3-4级
686,2012-11-29,13,9,小雨转多云,西北风,3-4级转4-5级
687,2012-11-30,12,9,阴转中雨,东北风,4-5级
688,2012-12-01,13,9,中雨转阴,北风,3-4级
689,2012-12-02,12,7,阴转多云,东北风,3-4级转4-5级
690,2012-12-03,10,4,多云转晴,西北风,3-4级
691,2012-12-04,11,5,多云转晴,东北风,3-4级转4-5级
692,2012-12-05,9,2,晴,西北风,4-5级转3-4级
693,2012-12-06,13,5,多云转晴,西风,3-4级转4-5级
694,2012-12-07,10,4,晴转多云,西北风,3-4级转4-5级
695,2012-12-08,7,1,多云转阴,北风,3-4级
696,2012-12-09,7,1,多云转阴,北风,3-4级
697,2012-12-10,11,5,多云,东风,3-4级
698,2012-12-11,11,5,多云,东风,3-4级
699,2012-12-12,14,6,晴转阴,东北风,3-4级转4-5级
700,2012-12-13,18,13,小雨,西北风,4-5级转3-4级
701,2012-12-14,12,8,阵雨,北风,3-4级
702,2012-12-15,10,7,小雨,北风,3-4级
703,2012-12-16,10,7,小雨转阴,东北风,3-4级转4-5级
704,2012-12-17,7,3,阴,西北风,4-5级
705,2012-12-18,6,0,多云,北风,4-5级转3-4级
706,2012-12-19,11,4,多云转小雨,东风,3-4级转4-5级
707,2012-12-20,11,8,中雨转小雨,北风,4-5级
708,2012-12-21,8,4,小雨,西风,4-5级
709,2012-12-22,3,0,多云转晴,北风,4-5级
710,2012-12-23,4,-2,晴,西北风,4-5级转3-4级
711,2012-12-24,8,1,晴转多云,东北风,3-4级转4-5级
712,2012-12-25,7,5,阴转小雨,东北风,4-5级
713,2012-12-26,10,5,小雨转中雨,北风,3-4级
714,2012-12-27,10,7,中雨转小雨,东北风,3-4级
715,2012-12-28,9,3,小雨转中雨,西北风,3-4级转4-5级
716,2012-12-29,2,-2,小雪转多云,西北风,4-5级
717,2012-12-30,4,-3,多云转晴,西南风,4-5级转3-4级
718,2012-12-31,9,0,晴,西南风,3-4级
719,2013-01-01,7,1,晴转多云,北风,3-4级转4-5级
720,2013-01-02,3,1,阴,西北风,4-5级
721,2013-01-03,3,-2,阴转雨夹雪,北风,4-5级转3-4级
722,2013-01-04,5,0,雨夹雪转阴,北风,3-4级
723,2013-01-05,6,2,雨夹雪转阴,北风,3-4级
724,2013-01-06,5,1,雨夹雪转阴,西北风,3-4级
725,2013-01-07,6,1,阴转雨夹雪,西风,3-4级
726,2013-01-08,6,2,阴转多云,东风,4-5级
727,2013-01-09,6,0,晴,西北风,3-4级
728,2013-01-10,9,1,晴转多云,北风,3-4级
729,2013-01-11,10,2,阴转多云,西风,3-4级
730,2013-01-12,8,4,中雨,西北风,3-4级转4-5级
731,2013-01-13,10,3,多云转晴,西北风,3-4级
732,2013-01-14,9,3,晴转多云,北风,3-4级
733,2013-01-15,9,3,多云转晴,北风,小于3级
734,2013-01-16,5,1,多云,北风,4-5级
735,2013-01-17,6,-1,多云转晴,东北风,3-4级
736,2013-01-18,10,0,晴,西风,3-4级
737,2013-01-19,12,6,多云转阴,西北风,4-5级转3-4级
738,2013-01-20,11,8,小雨,北风,小于3级转4-5级
739,2013-01-21,7,4,小雨转阴,西北风,3-4级
740,2013-01-22,9,2,多云,北风,3-4级
741,2013-01-23,11,3,多云,南风,3-4级转4-5级
742,2013-01-24,9,1,多云转晴,北风,3-4级
743,2013-01-25,11,1,晴转多云,北风,3-4级
744,2013-01-26,8,2,多云转晴,东北风,3-4级
745,2013-01-27,11,1,晴,东北风,3-4级
746,2013-01-28,14,6,多云转阴,东南风,3-4级
747,2013-01-29,15,6,晴,北风,3-4级
748,2013-01-30,17,9,多云,东风,3-4级转4-5级
749,2013-01-31,16,10,小雨,东北风,4-5级
750,2013-02-01,11,7,小雨转多云,西风,4-5级转3-4级
751,2013-02-02,13,6,多云转小雨,北风,3-4级
752,2013-02-03,12,8,小雨,东北风,3-4级
753,2013-02-04,9,6,中雨,北风,4-5级
754,2013-02-05,7,4,阴,西北风,4-5级转3-4级
755,2013-02-06,4,0,小雨转雨夹雪,西北风,3-4级转4-5级
756,2013-02-07,3,0,小雪,北风,3-4级
757,2013-02-08,5,-1,小雪转阴,北风,3-4级
758,2013-02-09,8,0,晴转多云,西南风,3-4级
759,2013-02-10,7,2,多云转小雨,东北风,3-4级
760,2013-02-11,6,4,小雨,东北风,4-5级转3-4级
761,2013-02-12,9,2,多云,北风,3-4级
762,2013-02-13,9,4,小雨,北风,3-4级
763,2013-02-14,9,5,小雨转多云,东北风,3-4级转4-5级
764,2013-02-15,10,3,多云转晴,东北风,3-4级
765,2013-02-16,12,6,阴转小雨,北风,4-5级转3-4级
766,2013-02-17,10,4,小雨转中雨,东北风,3-4级转4-5级
767,2013-02-18,3,0,中雨转雨夹雪,东北风,4-5级
768,2013-02-19,7,1,多云,北风,3-4级
769,2013-02-20,10,3,多云转阴,东北风,3-4级
770,2013-02-21,12,5,小雨转多云,北风,3-4级
771,2013-02-22,12,4,多云转晴,西南风,3-4级
772,2013-02-23,14,5,晴转多云,北风,3-4级转4-5级
773,2013-02-24,16,8,阴转小雨,东北风,4-5级转3-4级
774,2013-02-25,14,11,小雨,东北风,3-4级
775,2013-02-26,12,8,阴转多云,北风,3-4级
776,2013-02-27,17,8,多云,东北风,3-4级转4-5级
777,2013-02-28,13,4,中雨转大雨,东北风,4-5级
778,2013-03-01,7,3,阴转多云,北风,4-5级
779,2013-03-02,11,1,多云转晴,西北风,3-4级
780,2013-03-03,16,4,晴,西风,3-4级
781,2013-03-04,17,6,晴,东北风,3-4级
782,2013-03-05,21,9,晴,东北风,3-4级
783,2013-03-06,22,12,多云,北风,4-5级转3-4级
784,2013-03-07,26,11,晴,东风,3-4级
785,2013-03-08,28,15,晴转多云,东北风,3-4级
786,2013-03-09,20,8,小雨,东风,4-5级
787,2013-03-10,11,6,小雨转阴,北风,3-4级
788,2013-03-11,22,8,多云转晴,东北风,3-4级
789,2013-03-12,15,6,中雨转小雨,东南风,4-5级
790,2013-03-13,10,4,阴转多云,北风,4-5级转3-4级
791,2013-03-14,10,5,多云,东北风,3-4级
792,2013-03-15,17,9,晴转小雨,西风,3-4级
793,2013-03-16,19,12,中雨,北风,3-4级
794,2013-03-17,21,12,大雨转多云,西南风,4-5级转3-4级
795,2013-03-18,21,12,晴转小雨,西风,3-4级
796,2013-03-19,14,6,中雨转阴,北风,3-4级转4-5级
797,2013-03-20,12,4,多云,北风,4-5级转3-4级
798,2013-03-21,19,8,中雨转小雨,东北风,4-5级
799,2013-03-22,13,9,小雨转中雨,东北风,4-5级
800,2013-03-23,13,7,小雨转阴,东风,3-4级转4-5级
801,2013-03-24,11,5,阴转晴,西风,4-5级
802,2013-03-25,11,6,小雨,北风,3-4级
803,2013-03-26,16,7,阴转多云,东北风,3-4级
804,2013-03-27,18,8,多云,北风,小于3级转3-4级
805,2013-03-28,13,8,阴转多云,东风,3-4级转4-5级
806,2013-03-29,16,8,多云转阴,北风,小于3级转3-4级
807,2013-03-30,16,9,多云,北风,3-4级
808,2013-03-31,17,8,多云转阴,北风,3-4级
809,2013-04-01,16,9,阴转晴,东风,4-5级
810,2013-04-02,17,6,晴转多云,东北风,3-4级
811,2013-04-03,19,11,阴转多云,东北风,3-4级转4-5级
812,2013-04-04,17,13,阴转中雨,西北风,4-5级
813,2013-04-05,13,7,小雨转多云,北风,4-5级转5-6级
814,2013-04-06,16,6,晴,北风,4-5级转小于3级
815,2013-04-07,20,8,晴转多云,西北风,4-5级转3-4级
816,2013-04-08,17,11,多云,东风,4-5级
817,2013-04-09,18,9,多云转晴,东风,4-5级转3-4级
818,2013-04-10,19,9,晴转多云,东风,3-4级
819,2013-04-11,22,10,晴,西风,3-4级
820,2013-04-12,27,13,晴,东风,3-4级
821,2013-04-13,26,14,多云转晴,东北风,4-5级转3-4级
822,2013-04-14,30,13,晴,东北风,3-4级转4-5级
823,2013-04-15,28,19,多云转小雨,北风,4-5级
824,2013-04-16,24,17,阴转多云,西南风,3-4级
825,2013-04-17,21,14,多云转阴,西风,3-4级转4-5级
826,2013-04-18,15,10,多云转阴,东北风,4-5级
827,2013-04-19,13,10,中雨转小雨,南风,3-4级转4-5级
828,2013-04-20,15,8,阴转晴,西北风,4-5级转3-4级
829,2013-04-21,18,9,晴转小雨,东风,3-4级转4-5级
830,2013-04-22,20,14,大雨转小雨,北风,4-5级转3-4级
831,2013-04-23,22,14,阴转多云,西风,3-4级
832,2013-04-24,26,13,多云,西南风,小于3级
833,2013-04-25,25,12,晴,东北风,3-4级
834,2013-04-26,26,14,晴,东风,3-4级转4-5级
835,2013-04-27,26,16,晴转多云,东风,4-5级
836,2013-04-28,28,18,多云转小雨,西北风,4-5级
837,2013-04-29,18,14,中雨,东北风,4-5级
838,2013-04-30,22,12,多云转晴,西北风,3-4级
839,2013-05-01,22,13,晴转多云,东北风,3-4级
840,2013-05-02,24,14,晴转多云,北风,小于3级
841,2013-05-03,25,15,晴,东北风,3-4级
842,2013-05-04,24,16,多云,东北风,3-4级
843,2013-05-05,23,16,多云转小雨,东北风,3-4级
844,2013-05-06,22,17,小雨,东北风,3-4级
845,2013-05-07,20,17,小雨转中雨,东北风,3-4级
846,2013-05-08,22,18,小雨转中雨,东风,3-4级
847,2013-05-09,26,19,小雨,西风,3-4级
848,2013-05-10,29,18,阴转多云,西北风,3-4级
849,2013-05-11,30,19,晴,东风,3-4级
850,2013-05-12,30,19,晴,西北风,3-4级
851,2013-05-13,29,20,晴转多云,东风,3-4级
852,2013-05-14,24,21,阴转小雨,东风,3-4级
853,2013-05-15,21,19,暴雨转大雨,北风,3-4级转4-5级
854,2013-05-16,22,19,小雨,东北风,4-5级转3-4级
855,2013-05-17,22,19,小雨转中雨,东风,3-4级
856,2013-05-18,27,19,小雨转阴,西风,3-4级
857,2013-05-19,29,19,多云,西北风,小于3级转3-4级
858,2013-05-20,30,21,多云转晴,北风,3-4级
859,2013-05-21,29,20,多云,东北风,3-4级
860,2013-05-22,27,21,多云转阴,东北风,3-4级
861,2013-05-23,26,21,阴转多云,东风,3-4级
862,2013-05-24,28,21,多云,北风,3-4级转4-5级
863,2013-05-25,26,22,多云转中雨,西北风,4-5级
864,2013-05-26,26,22,大雨转中雨,东北风,5-6级转4-5级
865,2013-05-27,30,22,阴转多云,西南风,3-4级
866,2013-05-28,33,22,晴转阴,东风,3-4级
867,2013-05-29,25,20,中雨转小雨,西北风,3-4级
868,2013-05-30,23,18,小雨,北风,3-4级
869,2013-05-31,23,19,小雨,东北风,小于3级
870,2013-06-01,24,19,小雨转阴,东北风,小于3级转3-4级
871,2013-06-02,28,18,多云,北风,3-4级
872,2013-06-03,28,20,晴转多云,东风,3-4级转4-5级
873,2013-06-04,27,21,多云,东北风,3-4级
874,2013-06-05,28,22,多云,东风,4-5级
875,2013-06-06,24,21,小雨转暴雨,东北风,4-5级
876,2013-06-07,23,20,大雨转小雨,东北风,5-6级转4-5级
877,2013-06-08,24,20,小雨,西南风,3-4级
878,2013-06-09,24,20,小雨,西北风,3-4级
879,2013-06-10,26,20,阴转小雨,北风,3-4级
880,2013-06-11,25,20,小雨转阴,东北风,3-4级
881,2013-06-12,24,20,阴,西北风,3-4级
882,2013-06-13,24,20,小雨转中雨,北风,3-4级
883,2013-06-14,26,21,小雨,东风,3-4级
884,2013-06-15,29,23,阴转小雨,东北风,3-4级
885,2013-06-16,34,25,阴转中雨,东风,3-4级
886,2013-06-17,35,26,多云转中雨,北风,小于3级
887,2013-06-18,32,26,阴转大雨,西风,小于3级转3-4级
888,2013-06-19,30,25,阴,北风,3-4级
889,2013-06-20,29,24,阴转多云,东风,3-4级
890,2013-06-21,30,23,多云,东北风,3-4级
891,2013-06-22,28,25,小雨转大雨,北风,3-4级
892,2013-06-23,28,24,中雨,西风,3-4级
893,2013-06-24,28,24,小雨转大雨,东北风,3-4级
894,2013-06-25,28,23,中雨转阴,东北风,3-4级
895,2013-06-26,24,22,大雨转暴雨,西北风,3-4级
896,2013-06-27,27,21,阵雨转小雨,东风,3-4级
897,2013-06-28,29,22,小雨,东风,3-4级
898,2013-06-29,29,23,阴转小雨,东北风,3-4级
899,2013-06-30,35,26,多云,东北风,3-4级
900,2013-07-01,38,28,多云转晴,北风,3-4级转4-5级
901,2013-07-02,38,29,晴,西南风,4-5级
902,2013-07-03,37,29,多云,西风,3-4级
903,2013-07-04,36,28,多云转雷阵雨,西风,4-5级
904,2013-07-05,36,28,多云转雷阵雨,西南风,4-5级
905,2013-07-06,34,26,阴转多云,西北风,3-4级转4-5级
906,2013-07-07,36,28,多云,东风,4-5级
907,2013-07-08,37,29,多云,东风,4-5级
908,2013-07-09,38,29,晴,东北风,3-4级
909,2013-07-10,38,28,晴,东风,小于3级转3-4级
910,2013-07-11,35,27,晴,东风,小于3级转3-4级
911,2013-07-12,33,27,多云转阵雨,北风,4-5级
912,2013-07-13,34,28,多云,东北风,4-5级转5-6级
913,2013-07-14,35,28,晴转多云,东北风,4-5级
914,2013-07-15,36,28,多云,西北风,4-5级
915,2013-07-16,37,28,晴,东风,4-5级转3-4级
916,2013-07-17,35,28,晴,西风,3-4级
917,2013-07-18,35,28,晴转多云,西北风,4-5级
918,2013-07-19,35,28,晴转多云,东风,4-5级转3-4级
919,2013-07-20,34,28,多云转雷阵雨,西南风,3-4级
920,2013-07-21,36,28,多云,西南风,3-4级
921,2013-07-22,38,28,晴,北风,3-4级转4-5级
922,2013-07-23,39,30,晴,北风,3-4级
923,2013-07-24,39,30,晴转多云,西南风,3-4级
924,2013-07-25,39,31,多云,东北风,小于3级
925,2013-07-26,39,30,多云转雷阵雨,西北风,小于3级转3-4级
926,2013-07-27,38,29,多云转雷阵雨,西北风,3-4级
927,2013-07-28,39,30,多云转晴,北风,3-4级
928,2013-07-29,39,31,多云,东北风,3-4级
929,2013-07-30,39,30,晴转多云,北风,3-4级
930,2013-07-31,38,30,多云转雷阵雨,东北风,小于3级
931,2013-08-01,38,29,多云转晴,西风,3-4级转4-5级
932,2013-08-02,35,29,多云转雷阵雨,西北风,4-5级转3-4级
933,2013-08-03,36,29,多云转雷阵雨,西南风,3-4级
934,2013-08-04,37,29,雷阵雨转多云,北风,3-4级
935,2013-08-05,39,30,晴,西风,3-4级
936,2013-08-06,40,31,晴,北风,3-4级
937,2013-08-07,40,31,晴,东风,小于3级转3-4级
938,2013-08-08,40,31,晴,东北风,3-4级
939,2013-08-09,39,30,晴转多云,北风,3-4级
940,2013-08-10,38,30,晴,东南风,3-4级
941,2013-08-11,37,29,晴,北风,3-4级转4-5级
942,2013-08-12,36,28,晴,西北风,4-5级
943,2013-08-13,35,29,晴转多云,北风,4-5级
944,2013-08-14,35,28,晴转多云,东北风,4-5级
945,2013-08-15,34,28,多云,东风,4-5级
946,2013-08-16,35,28,多云,东北风,4-5级转3-4级
947,2013-08-17,35,28,多云,西北风,3-4级
948,2013-08-18,32,28,阵雨,东北风,4-5级
949,2013-08-19,34,28,阵雨,东北风,3-4级转4-5级
950,2013-08-20,32,28,多云转小雨,东北风,3-4级转4-5级
951,2013-08-21,32,28,小雨,东北风,4-5级
952,2013-08-22,34,28,阵雨转多云,东风,4-5级
953,2013-08-23,36,28,多云转雷阵雨,西北风,3-4级转小于3级
954,2013-08-24,31,27,多云转大雨,西南风,3-4级
955,2013-08-25,29,25,小雨转中雨,西南风,3-4级
956,2013-08-26,32,25,阴转雷阵雨,东北风,3-4级
957,2013-08-27,35,27,多云,东北风,3-4级
958,2013-08-28,36,28,多云,东风,3-4级
959,2013-08-29,32,27,阵雨转中雨,东北风,3-4级转4-5级
960,2013-08-30,28,23,阴转多云,东风,4-5级
961,2013-08-31,29,23,多云,北风,3-4级
962,2013-09-01,29,23,多云,东北风,4-5级
963,2013-09-02,30,24,多云,北风,4-5级
964,2013-09-03,29,23,多云,北风,4-5级
965,2013-09-04,27,22,多云转小雨,东风,3-4级
